Model number,sSpec number,Cores,Frequency,Turbo,L2 cache,L3 cache,TDP,Socket,I/O bus,Memory,Release date,Part number(s),Release price (USD),Turbo Boost all-core/2.0 (/max. 3.0),GPU model,GPU frequency,vteIntel processors,vteIntel processors.1,Turbo Boost all-core/2.0),FSB,Mult.,Voltage,Mult,Front side bus,Multiplier,Release price,L2 Cache,Turbo Boost all-core/max turbo,Turbo Boost all-core/max turbo 2.0/max turbo 3.0,Threads
Xeon W-2135,SR3LN (U0),6,3.7,,6 × 1 MB,8.25 MB,140 W,LGA 2066,DMI 3.0,4× DDR4-2666,2017-08-29,CD8067303533403,$835,,,,,,,,,,,,,,,4.4/4.5 GHz,,12
Xeon W-2140B,SR3LK (H0),8,3.2,,8 × 1 MB,11.00 MB,120 W,LGA 2066,DMI 3.0,4× DDR4-2666,2017-12-21,,OEM for Apple,,,,,,,,,,,,,,,3.9/4.2 GHz,,16
Xeon W-2145,SR3LQ (U0),8,3.7,,8 × 1 MB,11.00 MB,140 W,LGA 2066,DMI 3.0,4× DDR4-2666,2017-08-29,CD8067303533601,$1113,,,,,,,,,,,,,,,4.3/4.5 GHz,,16
Xeon W-2150B,SR3LS (H0),10,3.0,,10 × 1 MB,13.75 MB,120 W,LGA 2066,DMI 3.0,4× DDR4-2666,2017-12-21,,OEM for Apple,,,,,,,,,,,,,,,4.0/4.5 GHz,,20
Xeon W-2155,SR3LR (U0),10,3.3,,10 × 1 MB,13.75 MB,140 W,LGA 2066,DMI 3.0,4× DDR4-2666,2017-08-29,CD8067303533703,$1440,,,,,,,,,,,,,,,4.0/4.5 GHz,,20
Xeon W-2170B,SR3W3 (H0),14,2.5,,14 × 1 MB,19.25 MB,140 W,LGA 2066,DMI 3.0,4× DDR4-2666,2017-12-21,,OEM for Apple,,,,,,,,,,,,,,,3.3/4.3 GHz,,28
Xeon W-2175,SR3W2 (M0),14,2.5,,14 × 1 MB,19.25 MB,140 W,LGA 2066,DMI 3.0,4× DDR4-2666,2017-10-15,CD8067303842300,$1947,,,,,,,,,,,,,,,3.3/4.3 GHz,,28
Xeon W-2191B,SR3RW (H0),18,2.3,,18 × 1 MB,24.75 MB,140 W,LGA 2066,DMI 3.0,4× DDR4-2666,2017-12-21,,OEM for Apple,,,,,,,,,,,,,,,3.2/4.3 GHz,,36
Xeon W-2195,SR3RX (M0),18,2.3,,18 × 1 MB,24.75 MB,140 W,LGA 2066,DMI 3.0,4× DDR4-2666,2017-08-29,CD8067303805901,$2553,,,,,,,,,,,,,,,3.2/4.3 GHz,,36
Xeon W-3175X,SRF6L (H0),28,3.1,,28 × 1 MB,38.5 MB,255 W,LGA 3647,DMI 3.0,6× DDR4-2666,2018-10-01,BX80673W3175X,$2999,,,,,,,,,,,,,,,,3.8/4.3/4.5 GHz,56
Xeon Bronze 3104,SR3GM (U0),6,1.7,,6 × 1 MB,8.25 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2133,2017-07-11,CD8067303562000 BX806733104,$223 $213,,,,,,,,,,,,,,,,,6
Xeon Bronze 3106,SR3GL (U0),8,1.7,,8 × 1 MB,11.00 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2133,2017-07-11,CD8067303561900 BX806733106,$306 $316,,,,,,,,,,,,,,,,,8
Xeon Silver 4106H,SR44Y (U0),8,1.8,,8 × 1 MB,11.00 MB,85 W,,2× 9.6 GT/s UPI,6× DDR4-2400,2018-07-01,CD8067303964400,,,,,,,,,,,,,,,,2.1/3.0 GHz,,16
Xeon Silver 4108,SR3GJ (U0),8,1.8,,8 × 1 MB,11.00 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2017-07-11,CD8067303561500 BX806734108,$417 $427,,,,,,,,,,,,,,,2.1/3.0 GHz,,16
Xeon Silver 4109T,SR3GP (U0),8,2.0,,8 × 1 MB,11.00 MB,70 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2017-07-11,CD8067303562200,$501,,,,,,,,,,,,,,,2.3/3.0 GHz,,16
Xeon Silver 4110,SR3GH (U0),8,2.1,,8 × 1 MB,11.00 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2017-07-11,CD8067303561400 BX806734110,$501 $511,,,,,,,,,,,,,,,2.4/3.0 GHz,,16
Xeon Silver 4112,SR3GN (U0),4,2.6,,4 × 1 MB,8.25 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2017-07-11,CD8067303562100 BX806734112,$473 $483,,,,,,,,,,,,,,,2.9/3.0 GHz,,8
Xeon Silver 4114,SR3GK (U0),10,2.2,,10 × 1 MB,13.75 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2017-07-11,CD8067303561800 BX806734114,$694 $704,,,,,,,,,,,,,,,2.5/3.0 GHz,,20
Xeon Silver 4114T,SR3MM (U0),10,2.2,,10 × 1 MB,13.75 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2017-07-01,CD8067303645300,$773,,,,,,,,,,,,,,,2.5/3.0 GHz,,20
Xeon Silver 4116,SR3HQ (M0),12,2.1,,12 × 1 MB,16.50 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2017-07-11,CD8067303567200 BX806734116,$1002 $1012,,,,,,,,,,,,,,,2.4/3.0 GHz,,24
Xeon Silver 4116T,SR3MQ (U0),12,2.1,,12 × 1 MB,16.50 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2017-07-01,CD8067303645400,$1112,,,,,,,,,,,,,,,2.4/3.0 GHz,,24
Xeon Silver 4123,SR3VW (M0),8,3.0,,8 × 1 MB,11.00 MB,105 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2018-01-01,CD8067303810503,,,,,,,,,,,,,,,,?/3.2 GHz,,16
Xeon Gold 5115,SR3GB (M0),10,2.4,,10 × 1 MB,13.75 MB,85 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2400,2017-07-11,CD8067303535601,$1221,,,,,,,,,,,,,,,2.8/3.2GHz,,20
Xeon Gold 5117,SR37S (H0),14,2.0,,14 × 1 MB,19.25 MB,105 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2400,2017-07-11,CD8067303317801,OEM,,,,,,,,,,,,,,,2.3/2.8GHz,,28
Xeon Gold 5117F,SR3KM (H0),14,2.0,,14 × 1 MB,19.25 MB,113 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2400,2017-07-11,CD8067303680501,OEM,,,,,,,,,,,,,,,2.3/2.8GHz,,28
Xeon Gold 5118,SR3GF (M0),12,2.3,,12 × 1 MB,16.50 MB,105 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2400,2017-07-11,CD8067303536100,$1273,,,,,,,,,,,,,,,2.7/3.2GHz,,24
Xeon Gold 5119T,SR3MN (M0),14,1.9,,14 × 1 MB,19.25 MB,85 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2400,2017-07-11,CD8067303567703,$1555,,,,,,,,,,,,,,,2.3/3.2GHz,,28
Xeon Gold 5120,SR3GD (M0),14,2.2,,14 × 1 MB,19.25 MB,105 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2400,2017-07-11,CD8067303535900 BX806735120,$1555 $1561,,,,,,,,,,,,,,,2.6/3.2GHz,,28
Xeon Gold 5120T,SR3GC (M0),14,2.2,,14 × 1 MB,19.25 MB,105 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2400,2017-07-11,CD8067303535700,$1727,,,,,,,,,,,,,,,2.6/3.2GHz,,28
Xeon Gold 5122,SR3AT (H0),4,3.6,,4 × 1 MB,16.50 MB,105 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303330702 BX806735122,$1221 $1227,,,,,,,,,,,,,,,3.7/3.7GHz,,8
Xeon Gold 6122,SRCKF (H0),20,1.8,,20 × 1 MB,27.5 MB,120 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2018-04-01,CD8067303927400,$2002,,,,,,,,,,,,,,,2.5/3.7GHz,,40
Xeon Gold 6126,SR3B3 (H0),12,2.6,,12 × 1 MB,19.25 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303405900,$1776,,,,,,,,,,,,,,,3.3/3.7GHz,,24
Xeon Gold 6126F,SR3KE (H0),12,2.6,,12 × 1 MB,19.25 MB,135 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303593400,$1931,,,,,,,,,,,,,,,3.3/3.7GHz,,24
Xeon Gold 6126T,SR3J9 (H0),12,2.6,,12 × 1 MB,19.25 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303593100,$1865,,,,,,,,,,,,,,,3.3/3.7GHz,,24
Xeon Gold 6127M,,16,2.2,,16 × 1 MB,22 MB,145 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,,,,,,,,,,2.2/2.2GHz,,32
Xeon Gold 6128,SR3J4 (H0),6,3.4,,6 × 1 MB,19.25 MB,115 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303592600 BX806736128,$1691 $1697,,,,,,,,,,,,,,,3.7/3.7GHz,,12
Xeon Gold 6130,SR3B9 (H0),16,2.1,,16 × 1 MB,22.00 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303409000 BX806736130,$1900,,,,,,,,,,,,,,,2.8/3.7GHz,,32
Xeon Gold 6130F,SR3KD (H0),16,2.1,,16 × 1 MB,22.00 MB,135 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303593300,$2049,,,,,,,,,,,,,,,2.8/3.7GHz,,32
Xeon Gold 6130T,SR3J8 (H0),16,2.1,,16 × 1 MB,22.00 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303593000,$1988,,,,,,,,,,,,,,,2.8/3.7GHz,,32
Xeon Gold 6130H,SR450 (H0),16,2.1,,16 × 1 MB,22.00 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,,,,,,,,,,,,,,,,3.1/3.7GHz,,32
Xeon Gold 6131,,8,4.0,,8 × 1 MB,24.75 MB,205 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,,,,,,,,,,,,,,,,4.1/4.3GHz,,16
Xeon Gold 6132,SR3J3 (H0),14,2.6,,14 × 1 MB,19.25 MB,140 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303592500,$2111,,,,,,,,,,,,,,,3.3/3.7GHz,,28
Xeon Gold 6133,SR3M1 (H0),20,2.5,,20 × 1 MB,27.5 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,,,,,,,,,,2.8/3.0GHz,,40
Xeon Gold 6134,SR3AR (H0),8,3.2,,8 × 1 MB,24.75 MB,130 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303330302 BX806736134,$2214 $2220,,,,,,,,,,,,,,,3.7/3.7GHz,,16
Xeon Gold 6134M,SR3AS (H0),8,3.2,,8 × 1 MB,24.75 MB,130 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303330402,$5217,,,,,,,,,,,,,,,3.7/3.7GHz,,16
Xeon Gold 6135,,8,3.4,,8 × 1 MB,24.75 MB,155 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,,,,,,,,,,4.0/4.2GHz,,16
Xeon Gold 6135M,,8,3.5,,8 × 1 MB,24.75 MB,155 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,,,,,,,,,,4.0/4.0GHz,,16
Xeon Gold 6136,SR3B2 (H0),12,3.0,,12 × 1 MB,24.75 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303405800,$2460,,,,,,,,,,,,,,,3.6/3.7GHz,,24
Xeon Gold 6137,,8,3.9,,8 × 1 MB,24.75 MB,205 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,,,,,,,,,,4.1/4.1GHz,,16
Xeon Gold 6137M,,8,3.9,,8 × 1 MB,24.75 MB,205 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,,,,,,,,,,4.1/4.1GHz,,16
Xeon Gold 6138,SR3B5 (H0),20,2.0,,20 × 1 MB,27.50 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303406100 BX806736138,$2612 $2618,,,,,,,,,,,,,,,2.7/3.7GHz,,40
Xeon Gold 6138F,SR3KK (H0),20,2.0,,20 × 1 MB,27.50 MB,135 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303593900,$2767,,,,,,,,,,,,,,,2.7/3.7GHz,,40
Xeon Gold 6138P,SRCUG (H0),20,2.0,,20 × 1 MB,27.50 MB,195 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2018-04-01,CM8067303824101,$4937,,,,,,,,,,,,,,,2.7/3.7GHz,,40
Xeon Gold 6138T,SR3J7 (H0),20,2.0,,20 × 1 MB,27.50 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303592900,$2742,,,,,,,,,,,,,,,2.7/3.7GHz,,40
Xeon Gold 6139,SR3G3 (H0),18,2.3,,18 × 1 MB,24.75 MB,135 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,,OEM,,,,,,,,,,,,,,,3.1/3.7GHz,,36
Xeon Gold 6139M,,18,2.3,,18 × 1 MB,24.75 MB,135 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,,OEM,,,,,,,,,,,,,,,3.1/3.7GHz,,36
Xeon Gold 6140,SR3AX (H0),18,2.3,,18 × 1 MB,24.75 MB,140 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303405200 BX806736140,$2445 $2451,,,,,,,,,,,,,,,3.0/3.7GHz,,36
Xeon Gold 6140M,SR3AZ (H0),18,2.3,,18 × 1 MB,24.75 MB,140 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303405500,$5448,,,,,,,,,,,,,,,3.0/3.7GHz,,36
Xeon Gold 6142,SR3AY (H0),16,2.6,,16 × 1 MB,22.00 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303405400 BX806736142,$2946 $2952,,,,,,,,,,,,,,,3.3/3.7GHz,,32
Xeon Gold 6142F,SR3KH (H0),16,2.6,,16 × 1 MB,22.00 MB,160 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303593700,$3101,,,,,,,,,,,,,,,3.3/3.7GHz,,32
Xeon Gold 6142M,SR3B1 (H0),16,2.6,,16 × 1 MB,22.00 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303405700,$5949,,,,,,,,,,,,,,,3.3/3.7GHz,,32
Xeon Gold 6143,,16,2.8,,16 × 1 MB,22.00 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,,,,,,,,,,3.5/3.7GHz,,32
Xeon Gold 6144,SR3MB (H0) SR3TR (H0),8,3.5,,8 × 1 MB,24.75 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-01,CD8067303657302 CD8067303843000,$2925,,,,,,,,,,,,,,,4.1/4.2GHz,,16
Xeon Gold 6145,SR3G4 (H0),20,2.0,,20 × 1 MB,27.50 MB,145 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-01-01,CD8067303528200,OEM,,,,,,,,,,,,,,,2.7/3.7GHz,,40
Xeon Gold 6146,SR3MA (H0),12,3.2,,12 × 1 MB,24.75 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303657201,$3286,,,,,,,,,,,,,,,3.9/4.2GHz,,24
Xeon Gold 6147M,,20,2.5,,20 × 1 MB,27.50 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,,,,,,,,,,,,,,,,2.8/3.0GHz,,40
Xeon Gold 6148,SR3B6 (H0),20,2.4,,20 × 1 MB,27.50 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303406200 BX806736148,$3072 $3078,,,,,,,,,,,,,,,3.1/3.7GHz,,40
Xeon Gold 6148F,SR3KJ (H0),20,2.4,,20 × 1 MB,27.50 MB,150 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303593800,$3227,,,,,,,,,,,,,,,3.1/3.7GHz,,40
Xeon Gold 6149,SR3G2 (H0),16,3.1,,16 × 1 MB,22.00 MB,205 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-01-01,,OEM,,,,,,,,,,,,,,,3.3/3.4GHz,,32
Xeon Gold 6150,SR37K (H0),18,2.7,,18 × 1 MB,24.75 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303328000,$3358,,,,,,,,,,,,,,,3.4/3.7GHz,,36
Xeon Gold 6151,,18,3.0,,18 × 1 MB,24.75 MB,205 W,,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,,,,,,,,,,3.4/3.7GHz,,36
Xeon Gold 6152,SR3B4 (H0),22,2.1,,22 × 1 MB,30.25 MB,140 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303406000 BX806736152,$3655 $3661,,,,,,,,,,,,,,,2.8/3.7GHz,,44
Xeon Gold 6154,SR3J5 (H0),18,3.0,,18 × 1 MB,24.75 MB,200 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303592700,$3543,,,,,,,,,,,,,,,3.7/3.7GHz,,36
Xeon Gold 6155,,20,3.0,,20 × 1 MB,27.50 MB,200 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,,,,,,,,,,3.3/3.5GHz,,40
Xeon Gold 6159,,22,2.2,,22 × 1 MB,30.25 MB,145 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,,,,,,,,,,2.7/3.0GHz,,44
Xeon Gold 6161,SR3G7 (H0),22,2.2,,22 × 1 MB,30.25 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-01-01,CD8067303532100,OEM,,,,,,,,,,,,,,,2.7/3.0GHz,,44
Xeon Gold 6162,SRCKE (H0),24,1.9,,24 × 1 MB,33 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2018-07-01,CD8067303927300,$3115,,,,,,,,,,,,,,,2.5/3.5GHz,,48
Xeon Gold 6164,,24,1.9,,24 × 1 MB,33 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,,,,,,,,,,2.5/3.5GHz,,48
Xeon Platinum P-8124,SR2YS (B1),18,3.0,,18 × 1 MB,24.75 MB,240 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM[Note 2],,,,,,,,,,,,,,,3.4/3.5 GHz,,36
Xeon Platinum 8124M,,18,3.0,,18 × 1 MB,24.75 MB,240 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM[Note 2],,,,,,,,,,,,,,,3.4/3.5 GHz,,36
Xeon Platinum P-8136,SR2YN (B1),28,2.0,,28 × 1 MB,38.5 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2400,,,OEM,,,,,,,,,,,,,,,2.7/3.5 GHz,,56
Xeon Platinum 8151,SR3M0 (H0),12,3.4,,12 × 1 MB,24.75 MB,240 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,,,,,,,,,,,,,,,,4.0/4.0 GHz,,24
Xeon Platinum 8153,SR3BA (H0),16,2.0,,16 × 1 MB,22.00 MB,125 W,LGA 3647,3× 10.4 GT/s QPI,6× DDR4-2666,2017-07-11,CD8067303408900,$3115,,,,,,,,,,,,,,,2.5/2.8 GHz,,32
Xeon Platinum 8156,SR3AV (H0),4,3.6,,4 × 1 MB,16.50 MB,105 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303368800,$7007,,,,,,,,,,,,,,,3.7/3.7 GHz,,8
Xeon Platinum 8157M,,24,2.3,,24 × 1 MB,33 MB,145 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,,,,,,,,,,,,,,,,3.3/3.6 GHz,,48
Xeon Platinum 8158,SR3B7 (H0),12,3.0,,12 × 1 MB,24.75 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303406500,$7007,,,,,,,,,,,,,,,3.7/3.7 GHz,,24
Xeon Platinum 8160,SR3B0 (H0),24,2.1,,24 × 1 MB,33.00 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303405600 BX806738160,$4702 $4708,,,,,,,,,,,,,,,2.8/3.7 GHz,,48
Xeon Platinum 8160F,SR3B8 (H0),24,2.1,,24 × 1 MB,33.00 MB,160 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303406600,$4856,,,,,,,,,,,,,,,2.8/3.7 GHz,,48
Xeon Platinum 8160H,,24,2.1,,24 × 1 MB,33.00 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,,,,,,,,,,2.8/3.7 GHz,,48
Xeon Platinum 8160M,SR3B8 (H0),24,2.1,,24 × 1 MB,33.00 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303406600,$7704,,,,,,,,,,,,,,,2.8/3.7 GHz,,48
Xeon Platinum 8160T,SR3J6 (H0),24,2.1,,24 × 1 MB,33.00 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303592800,$4936,,,,,,,,,,,,,,,2.8/3.7 GHz,,48
Xeon Platinum 8163,SR3G1 (H0),24,2.4,,24 × 1 MB,33.00 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-01-01,CD8067303527200,OEM,,,,,,,,,,,,,,,2.7/3.1 GHz,,48
Xeon Platinum 8164,SR3BB (H0),26,2.0,,26 × 1 MB,35.75 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303408800 BX806738164,$6114 $6120,,,,,,,,,,,,,,,2.7/3.7 GHz,,52
Xeon Platinum 8165,,24,2.3,,24 × 1 MB,33 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,,,,,,,,,,3.0/3.7 GHz,,48
Xeon Platinum 8167M,SR3A0 (H0),26,2.0,,26 × 1 MB,35.75 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-01-01,CD8067303180701,OEM,,,,,,,,,,,,,,,2.4/2.4 GHz,,52
Xeon Platinum 8168,SR37J (H0),24,2.7,,24 × 1 MB,33.00 MB,205 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303327701,$5890,,,,,,,,,,,,,,,3.4/3.7 GHz,,48
Xeon Platinum 8170,SR37H (H0),26,2.1,,26 × 1 MB,35.75 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303327601 BX806738170,$7405 $7411,,,,,,,,,,,,,,,2.8/3.7 GHz,,52
Xeon Platinum 8170M,SR3BD (H0),26,2.1,,26 × 1 MB,35.75 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303319201,"$10,409",,,,,,,,,,,,,,,2.8/3.7 GHz,,52
Xeon Platinum 8171M,SR37I (H0),26,2.3,,26 × 1 MB,35.75 MB,185 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,,,,,,,,,,3.0/3.8 GHz,,52
Xeon Platinum 8172M,SR39Q (H0),26,2.6,,26 × 1 MB,35.75 MB,205 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,,,,,,,,,,3.0/3.7 GHz,,52
Xeon Platinum 8173M,SR37Q (H0),28,2.0,,28 × 1 MB,38.50 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-01-01,CD8067303172400,OEM,,,,,,,,,,,,,,,2.7/3.5 GHz,,56
Xeon Platinum 8174,SR3ZA,24,3.1,,24 × 1 MB,33.00 MB,240 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-01-01,,OEM,,,,,,,,,,,,,,,3.8/3.9 GHz,,48
Xeon Platinum 8175M,SR3FU (H0),24,2.5,,24 × 1 MB,33.00 MB,240 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM[Note 2],,,,,,,,,,,,,,,3.1/3.5 GHz,,48
Xeon Platinum 8176,SR37A (H0),28,2.1,,28 × 1 MB,38.50 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303314700,$8790,,,,,,,,,,,,,,,2.8/3.8 GHz,,56
Xeon Platinum 8176F,SR3MK (H0),28,2.1,,28 × 1 MB,38.50 MB,173 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-01-01,CD8067303694600,$8874,,,,,,,,,,,,,,,2.8/3.8 GHz,,56
Xeon Platinum 8176M,SR37U (H0),28,2.1,,28 × 1 MB,38.50 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,2017-07-11,CD8067303133605,"$11,722",,,,,,,,,,,,,,,2.8/3.8 GHz,,56
